userId,current_lat,current_lng,visited_type_counts,candidate_lat,candidate_lng,candidate_id,candidate_type,label,dist_to_candidate,pref_tourist_attraction,pref_restaurant,pref_shopping,pref_park,pref_cultural_site,pref_accommodation,pref_entertainment
u3,16.074127,108.2459307,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 1, 'SHOPPING': 0, 'PARK': 3, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 1}",10.3306105,107.076797,loc234,TOURIST_ATTRACTION,0,5.861301510266125,4,1,0,3,3,1,1
u3,16.074127,108.2459307,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 1, 'SHOPPING': 0, 'PARK': 3, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 1}",10.916747999999998,106.9911883167546,loc104,TOURIST_ATTRACTION,0,5.307818440560432,4,1,0,3,3,1,1
u4,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 4, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 4, 'ENTERTAINMENT': 2}",16.0666492,108.2459422,loc333,RESTAURANT,1,0.7796420933934471,3,4,4,2,1,4,2
u4,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 4, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 4, 'ENTERTAINMENT': 2}",16.0902277,108.2181825,loc277,RESTAURANT,0,0.7437198762980668,3,4,4,2,1,4,2
u4,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 4, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 4, 'ENTERTAINMENT': 2}",11.9448281,108.4676303,loc287,ACCOMMODATION,0,4.610759187942255,3,4,4,2,1,4,2
u4,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 4, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 4, 'ENTERTAINMENT': 2}",10.3458703,107.0758478,loc242,RESTAURANT,0,6.143668754839794,3,4,4,2,1,4,2
u5,16.0646177,108.2405919,"{'TOURIST_ATTRACTION': 1, 'RESTAURANT': 3, 'SHOPPING': 2, 'PARK': 2, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 3, 'ENTERTAINMENT': 2}",16.0693093,108.2364723,loc325,RESTAURANT,1,0.006243573873990271,1,3,2,2,5,3,2
u5,16.0646177,108.2405919,"{'TOURIST_ATTRACTION': 1, 'RESTAURANT': 3, 'SHOPPING': 2, 'PARK': 2, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 3, 'ENTERTAINMENT': 2}",16.0385512,108.2233793,loc200,ACCOMMODATION,0,0.03123677353712635,1,3,2,2,5,3,2
u5,16.0646177,108.2405919,"{'TOURIST_ATTRACTION': 1, 'RESTAURANT': 3, 'SHOPPING': 2, 'PARK': 2, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 3, 'ENTERTAINMENT': 2}",16.0681699,108.2434121,loc323,ACCOMMODATION,0,0.004535598403741504,1,3,2,2,5,3,2
u5,16.0646177,108.2405919,"{'TOURIST_ATTRACTION': 1, 'RESTAURANT': 3, 'SHOPPING': 2, 'PARK': 2, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 3, 'ENTERTAINMENT': 2}",16.0681699,108.2434121,loc323,ACCOMMODATION,0,0.004535598403741504,1,3,2,2,5,3,2
u6,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 4, 'SHOPPING': 5, 'PARK': 2, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 3}",16.399017399999998,107.5903393,loc218,TOURIST_ATTRACTION,1,0.07101323854275457,4,4,5,2,5,5,3
u6,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 4, 'SHOPPING': 5, 'PARK': 2, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 3}",16.0669531,108.2459408,loc332,RESTAURANT,0,0.7794841140792318,4,4,5,2,5,5,3
u6,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 4, 'SHOPPING': 5, 'PARK': 2, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 3}",11.9230389,108.4434298,loc159,TOURIST_ATTRACTION,0,4.627554735789295,4,4,5,2,5,5,3
u6,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 4, 'SHOPPING': 5, 'PARK': 2, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 3}",16.4525849,107.5878303,loc231,TOURIST_ATTRACTION,0,0.019045170122100632,4,4,5,2,5,5,3
u7,11.9450803,108.4487222,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 2, 'SHOPPING': 3, 'PARK': 3, 'CULTURAL_SITE': 2, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 3}",11.9356021,108.4479443,loc148,TOURIST_ATTRACTION,1,0.00951006854076291,5,2,3,3,2,2,3
u7,11.9450803,108.4487222,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 2, 'SHOPPING': 3, 'PARK': 3, 'CULTURAL_SITE': 2, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 3}",16.12049,108.2647075,loc213,TOURIST_ATTRACTION,0,4.179462593763722,5,2,3,3,2,2,3
u7,11.9450803,108.4487222,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 2, 'SHOPPING': 3, 'PARK': 3, 'CULTURAL_SITE': 2, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 3}",16.00402,108.2627745,loc182,TOURIST_ATTRACTION,0,4.063196775369288,5,2,3,3,2,2,3
u7,11.9450803,108.4487222,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 2, 'SHOPPING': 3, 'PARK': 3, 'CULTURAL_SITE': 2, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 3}",10.3511362,107.0875973,loc261,SHOPPING,0,2.0960245197336898,5,2,3,3,2,2,3
u8,16.0706008,108.2097711,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 3, 'SHOPPING': 5, 'PARK': 4, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 4}",16.0620325,108.2454481,loc318,RESTAURANT,1,0.03669147167790485,5,3,5,4,0,2,4
u8,16.0706008,108.2097711,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 3, 'SHOPPING': 5, 'PARK': 4, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 4}",16.0691538,108.2179141,loc208,RESTAURANT,0,0.00827056576057964,5,3,5,4,0,2,4
u8,16.0706008,108.2097711,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 3, 'SHOPPING': 5, 'PARK': 4, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 4}",16.0753828,108.2409602,loc327,RESTAURANT,0,0.031553565294754886,5,3,5,4,0,2,4
u8,16.0706008,108.2097711,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 3, 'SHOPPING': 5, 'PARK': 4, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 4}",10.3475753,107.0935102,loc258,RESTAURANT,0,5.830871227399818,5,3,5,4,0,2,4
u9,10.3414775,107.0760829,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 0, 'SHOPPING': 5, 'PARK': 5, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 2}",10.9646545,106.8465953,loc313,SHOPPING,1,0.6640889487732494,4,0,5,5,1,2,2
u9,10.3414775,107.0760829,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 0, 'SHOPPING': 5, 'PARK': 5, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 2}",16.00402,108.2627745,loc182,TOURIST_ATTRACTION,0,5.785553086595682,4,0,5,5,1,2,2
u9,10.3414775,107.0760829,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 0, 'SHOPPING': 5, 'PARK': 5, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 2}",16.0950048,108.1459926,loc184,ENTERTAINMENT,0,5.852160554701092,4,0,5,5,1,2,2
u9,10.3414775,107.0760829,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 0, 'SHOPPING': 5, 'PARK': 5, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 2}",16.4330399,107.5655159,loc220,TOURIST_ATTRACTION,0,6.111192775112135,4,0,5,5,1,2,2
u10,11.9156425,108.3392258,"{'TOURIST_ATTRACTION': 2, 'RESTAURANT': 4, 'SHOPPING': 5, 'PARK': 1, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 3}",11.9300468,108.4296735,loc130,TOURIST_ATTRACTION,1,0.09158750075082453,2,4,5,1,1,0,3
u10,11.9156425,108.3392258,"{'TOURIST_ATTRACTION': 2, 'RESTAURANT': 4, 'SHOPPING': 5, 'PARK': 1, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 3}",10.8750611,106.7584236,loc315,RESTAURANT,0,1.892549932115605,2,4,5,1,1,0,3
u10,11.9156425,108.3392258,"{'TOURIST_ATTRACTION': 2, 'RESTAURANT': 4, 'SHOPPING': 5, 'PARK': 1, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 3}",16.0201659,108.2114815,loc280,RESTAURANT,0,4.106510799612005,2,4,5,1,1,0,3
u10,11.9156425,108.3392258,"{'TOURIST_ATTRACTION': 2, 'RESTAURANT': 4, 'SHOPPING': 5, 'PARK': 1, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 3}",10.9468089,106.82501835,loc120,ENTERTAINMENT,0,1.7976269763564587,2,4,5,1,1,0,3
u11,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 0, 'RESTAURANT': 2, 'SHOPPING': 2, 'PARK': 3, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 0}",16.0760478,108.2181955,loc205,RESTAURANT,1,0.7510513266097297,0,2,2,3,5,5,0
u11,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 0, 'RESTAURANT': 2, 'SHOPPING': 2, 'PARK': 3, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 0}",11.9398632,108.450634,loc152,TOURIST_ATTRACTION,0,4.612385621370259,0,2,2,3,5,5,0
u11,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 0, 'RESTAURANT': 2, 'SHOPPING': 2, 'PARK': 3, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 0}",16.0735167,108.2414618,loc334,ACCOMMODATION,0,0.7722687073835378,0,2,2,3,5,5,0
u11,16.4689726,107.5781266,"{'TOURIST_ATTRACTION': 0, 'RESTAURANT': 2, 'SHOPPING': 2, 'PARK': 3, 'CULTURAL_SITE': 5, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 0}",16.0681699,108.2434121,loc323,ACCOMMODATION,0,0.7766901575516034,0,2,2,3,5,5,0
u12,11.9432412,108.4282877,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 0, 'SHOPPING': 2, 'PARK': 3, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 5}",11.9397851,108.4366081,loc146,RESTAURANT,1,0.009009643909169442,4,0,2,3,0,0,5
u12,11.9432412,108.4282877,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 0, 'SHOPPING': 2, 'PARK': 3, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 5}",11.947158,108.4617665,loc138,RESTAURANT,0,0.03370714125641385,4,0,2,3,0,0,5
u12,11.9432412,108.4282877,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 0, 'SHOPPING': 2, 'PARK': 3, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 5}",16.4689726,107.5781266,loc216,TOURIST_ATTRACTION,0,4.6048907262712735,4,0,2,3,0,0,5
u12,11.9432412,108.4282877,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 0, 'SHOPPING': 2, 'PARK': 3, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 5}",16.0761981,108.2424033,loc335,PARK,0,4.137134968480115,4,0,2,3,0,0,5
u13,15.9950915,107.996412,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 0, 'SHOPPING': 3, 'PARK': 2, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 4, 'ENTERTAINMENT': 5}",16.0779814,108.218442,loc269,RESTAURANT,1,0.2369980093207647,5,0,3,2,1,4,5
u13,15.9950915,107.996412,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 0, 'SHOPPING': 3, 'PARK': 2, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 4, 'ENTERTAINMENT': 5}",16.0622398,108.2436944,loc317,RESTAURANT,0,0.25623715488321497,5,0,3,2,1,4,5
u13,15.9950915,107.996412,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 0, 'SHOPPING': 3, 'PARK': 2, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 4, 'ENTERTAINMENT': 5}",16.0476915,108.2232367,loc194,RESTAURANT,0,0.2328437341439265,5,0,3,2,1,4,5
u13,15.9950915,107.996412,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 0, 'SHOPPING': 3, 'PARK': 2, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 4, 'ENTERTAINMENT': 5}",10.3503726,107.0940029,loc259,ENTERTAINMENT,0,5.716396910972856,5,0,3,2,1,4,5
u14,16.0712623,108.2177145,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 2, 'SHOPPING': 3, 'PARK': 5, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 4}",16.399017399999998,107.5903393,loc218,TOURIST_ATTRACTION,1,0.7078298151046282,4,2,3,5,0,1,4
u14,16.0712623,108.2177145,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 2, 'SHOPPING': 3, 'PARK': 5, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 4}",11.9432412,108.4282877,loc304,RESTAURANT,0,4.133388352744448,4,2,3,5,0,1,4
u14,16.0712623,108.2177145,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 2, 'SHOPPING': 3, 'PARK': 5, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 4}",16.0358122,108.223819,loc197,RESTAURANT,0,0.03597185719781817,4,2,3,5,0,1,4
u14,16.0712623,108.2177145,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 2, 'SHOPPING': 3, 'PARK': 5, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 4}",16.061475,108.2328775,loc100,TOURIST_ATTRACTION,0,0.018047376825733447,4,2,3,5,0,1,4
u15,16.12049,108.2647075,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 3, 'SHOPPING': 4, 'PARK': 1, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 3}",16.061475,108.2328775,loc100,TOURIST_ATTRACTION,1,0.06705161537949557,3,3,4,1,1,1,3
u15,16.12049,108.2647075,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 3, 'SHOPPING': 4, 'PARK': 1, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 3}",11.190788,107.3484014,loc179,TOURIST_ATTRACTION,0,5.014137879805582,3,3,4,1,1,1,3
u15,16.12049,108.2647075,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 3, 'SHOPPING': 4, 'PARK': 1, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 3}",11.4547262,107.31978062890363,loc107,TOURIST_ATTRACTION,0,4.760487226021137,3,3,4,1,1,1,3
u15,16.12049,108.2647075,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 3, 'SHOPPING': 4, 'PARK': 1, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 3}",11.9554702,108.4325626,loc154,RESTAURANT,0,4.168400804743714,3,3,4,1,1,1,3
u16,16.00402,108.2627745,"{'TOURIST_ATTRACTION': 0, 'RESTAURANT': 4, 'SHOPPING': 2, 'PARK': 5, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 4}",16.074127,108.2459307,loc326,ACCOMMODATION,1,0.07210204606972084,0,4,2,5,3,5,4
u16,16.00402,108.2627745,"{'TOURIST_ATTRACTION': 0, 'RESTAURANT': 4, 'SHOPPING': 2, 'PARK': 5, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 4}",16.0705797,108.2072662,loc211,RESTAURANT,0,0.08666813158814397,0,4,2,5,3,5,4
u16,16.00402,108.2627745,"{'TOURIST_ATTRACTION': 0, 'RESTAURANT': 4, 'SHOPPING': 2, 'PARK': 5, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 4}",11.9262247,108.4410391,loc295,RESTAURANT,0,4.081689941227193,0,4,2,5,3,5,4
u16,16.00402,108.2627745,"{'TOURIST_ATTRACTION': 0, 'RESTAURANT': 4, 'SHOPPING': 2, 'PARK': 5, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 5, 'ENTERTAINMENT': 4}",12.0026337,108.3473592,loc181,TOURIST_ATTRACTION,0,4.002280211742024,0,4,2,5,3,5,4
u17,11.9496243,108.4620893,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 4, 'SHOPPING': 3, 'PARK': 4, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 2}",11.9427983,108.4363063,loc163,RESTAURANT,1,0.02667128352742355,3,4,3,4,3,0,2
u17,11.9496243,108.4620893,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 4, 'SHOPPING': 3, 'PARK': 4, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 2}",16.0673896,108.245913,loc322,RESTAURANT,0,4.1234358560023425,3,4,3,4,3,0,2
u17,11.9496243,108.4620893,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 4, 'SHOPPING': 3, 'PARK': 4, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 2}",16.0601209,108.223058,loc202,TOURIST_ATTRACTION,0,4.117440741649024,3,4,3,4,3,0,2
u17,11.9496243,108.4620893,"{'TOURIST_ATTRACTION': 3, 'RESTAURANT': 4, 'SHOPPING': 3, 'PARK': 4, 'CULTURAL_SITE': 3, 'ACCOMMODATION': 0, 'ENTERTAINMENT': 2}",16.044319,108.223638,loc191,ENTERTAINMENT,0,4.101631834853026,3,4,3,4,3,0,2
u18,11.9432412,108.4282877,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 0, 'SHOPPING': 3, 'PARK': 5, 'CULTURAL_SITE': 2, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 4}",11.9448281,108.4676303,loc287,ACCOMMODATION,1,0.03937459112638277,5,0,3,5,2,2,4
u18,11.9432412,108.4282877,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 0, 'SHOPPING': 3, 'PARK': 5, 'CULTURAL_SITE': 2, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 4}",11.9838632,108.4477328,loc125,TOURIST_ATTRACTION,0,0.045036194310909695,5,0,3,5,2,2,4
u18,11.9432412,108.4282877,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 0, 'SHOPPING': 3, 'PARK': 5, 'CULTURAL_SITE': 2, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 4}",16.0385512,108.2233793,loc200,ACCOMMODATION,0,4.100433080601435,5,0,3,5,2,2,4
u18,11.9432412,108.4282877,"{'TOURIST_ATTRACTION': 5, 'RESTAURANT': 0, 'SHOPPING': 3, 'PARK': 5, 'CULTURAL_SITE': 2, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 4}",10.3277263,107.0864233,loc236,TOURIST_ATTRACTION,0,2.1001162968058087,5,0,3,5,2,2,4
u19,16.0632546,108.2441024,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 4, 'SHOPPING': 0, 'PARK': 5, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 2}",16.4689726,107.5781266,loc216,TOURIST_ATTRACTION,1,0.7798274563707268,4,4,0,5,1,2,2
u19,16.0632546,108.2441024,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 4, 'SHOPPING': 0, 'PARK': 5, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 2}",16.0456175,108.2225525,loc192,RESTAURANT,0,0.027847180942061504,4,4,0,5,1,2,2
u19,16.0632546,108.2441024,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 4, 'SHOPPING': 0, 'PARK': 5, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 2}",16.0219413,108.2137368,loc281,RESTAURANT,0,0.051272394329206654,4,4,0,5,1,2,2
u19,16.0632546,108.2441024,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 4, 'SHOPPING': 0, 'PARK': 5, 'CULTURAL_SITE': 1, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 2}",16.0201659,108.2114815,loc280,RESTAURANT,0,0.05404404855763512,4,4,0,5,1,2,2
u20,16.0358122,108.223819,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 1, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 4, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 1}",16.0712623,108.2177145,loc203,TOURIST_ATTRACTION,1,0.03597185719781817,4,1,4,2,4,2,1
u20,16.0358122,108.223819,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 1, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 4, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 1}",16.0434706,108.2195705,loc201,PARK,0,0.008757901735577396,4,1,4,2,4,2,1
u20,16.0358122,108.223819,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 1, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 4, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 1}",10.9468089,106.82501835,loc120,ENTERTAINMENT,0,5.2777455268183715,4,1,4,2,4,2,1
u20,16.0358122,108.223819,"{'TOURIST_ATTRACTION': 4, 'RESTAURANT': 1, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 4, 'ACCOMMODATION': 2, 'ENTERTAINMENT': 1}",11.9421604,108.4667701,loc285,RESTAURANT,0,4.100854825110789,4,1,4,2,4,2,1
u21,16.0644993,108.2416156,"{'TOURIST_ATTRACTION': 2, 'RESTAURANT': 4, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 5}",16.0755945,108.2220997,loc272,PARK,1,0.0224493611457,2,4,4,2,0,1,5
u21,16.0644993,108.2416156,"{'TOURIST_ATTRACTION': 2, 'RESTAURANT': 4, 'SHOPPING': 4, 'PARK': 2, 'CULTURAL_SITE': 0, 'ACCOMMODATION': 1, 'ENTERTAINMENT': 5}",10.3381932,107.0921114,loc251,RESTAURANT,0,5.84054290770258,2,4,4,2,0,1,5
